"Time","images_score_v2.lance / get_range","images_v6.lance / get_range","manual_image_appraisal_v1.lance / get_range","manual_skeet_appraisal_v1.lance / get_range","images_score_v2.lance / get","images_v6.lance / get","manual_image_appraisal_v1.lance / get","manual_skeet_appraisal_v1.lance / get","validate_v1.lance / get","images_score_v2.lance / head","images_score_v2.lance / list","images_v6.lance / list","manual_image_appraisal_v1.lance / list","manual_skeet_appraisal_v1.lance / list","validate_v1.lance / list","images_score_v2.lance / put"
1777386420000,0,0,undefined,undefined,0,0,0,0,0,0,3.9999333344444263,3.9999333344444263,3.9999333344444263,3.9999333344444263,3.9999333344444263,0
1777386480000,0,0,undefined,undefined,0,0,0,0,0,0,3.9999111130863763,3.9999111130863763,3.9999111130863763,3.9999111130863763,3.9999111130863763,0
1777386540000,0,0,undefined,undefined,0,0,0,0,0,0,3.999955556049377,3.999955556049377,3.999955556049377,3.999955556049377,3.999955556049377,0
1777386600000,0,0,undefined,undefined,0,0,0,0,0,0,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,0
1777386660000,0,0,undefined,undefined,0,0,0,0,0,0,4,4,4,4,4,0
1777386720000,0,0,undefined,undefined,0,0,0,0,0,0,4,4,4,4,4,0
1777386780000,1.3333333333333333,1.3333333333333333,undefined,undefined,45.33333333333333,254.66666666666666,0,0,0,0,6.666666666666666,6.666666666666666,4,4,4,0
1777386840000,1.3333333333333333,1.3333333333333333,undefined,undefined,45.33333333333333,254.66666666666666,0,0,0,0,6.666666666666666,6.666666666666666,4,4,4,0
1777386900000,1.3333333333333333,1.3333333333333333,undefined,undefined,45.33333333333333,254.66666666666666,0,0,0,0,6.666666666666666,6.666666666666666,4,4,4,0
1777386960000,0,0,undefined,undefined,0,0,0,0,0,0,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,0
1777387020000,0,0,undefined,undefined,0,0,0,0,0,0,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,0
1777387080000,0,0,undefined,undefined,0,0,0,0,0,0,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,0
1777387140000,0,0,undefined,undefined,0,0,0,0,0,0,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,0
1777387200000,0,0,undefined,undefined,0,0,0,0,0,0,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,0
1777387260000,0,0,undefined,undefined,0,0,0,0,0,0,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,0
1777387320000,1.3333333333333333,1.3333333333333333,undefined,undefined,50.666666666666664,285.3333333333333,0,0,0,0,16,10.666666666666666,5.333333333333333,5.333333333333333,5.333333333333333,6.666666666666666
1777387380000,1.3333333333333333,1.3333333333333333,undefined,undefined,50.666666666666664,285.3333333333333,0,0,0,0,16,10.666666666666666,5.333333333333333,5.333333333333333,5.333333333333333,6.666666666666666
1777387440000,1.3333333333333333,1.3333333333333333,undefined,undefined,50.666666666666664,285.3333333333333,0,0,0,0,16,10.666666666666666,5.333333333333333,5.333333333333333,5.333333333333333,6.666666666666666
1777387500000,0,1.3333333333333333,undefined,undefined,10.666666666666666,288,0,0,0,0,16,10.666666666666666,5.333333333333333,5.333333333333333,5.333333333333333,6.666666666666666
1777387560000,0,1.3333111114814755,undefined,undefined,10.666488891851804,287.9952000799987,0,0,0,0,15.999733337777705,10.666488891851804,5.333244445925902,5.333244445925902,5.333244445925902,6.666555557407378
1777387620000,0,1.3333111114814755,undefined,undefined,10.666488891851804,287.9952000799987,0,0,0,0,15.999733337777705,10.666488891851804,5.333244445925902,5.333244445925902,5.333244445925902,6.666555557407378
1777387680000,0,0,undefined,undefined,0,0,0,0,0,0,3.999866671110963,3.999866671110963,3.999866671110963,3.999866671110963,3.999866671110963,0
1777387740000,0,1.3333111114814753,undefined,undefined,13.333111114814752,310.6614889751838,0,0,0,0,15.999733337777704,10.666488891851802,5.333244445925901,5.333244445925901,5.333244445925901,6.666555557407376
1777387800000,0,1.3333111114814753,undefined,undefined,13.333111114814752,310.6614889751838,0,0,0,0,15.999733337777704,10.666488891851802,5.333244445925901,5.333244445925901,5.333244445925901,6.666555557407376
1777387860000,0,1.333325925967078,undefined,undefined,13.333259259670779,310.66494075032915,0,0,0,0,15.999911111604936,10.666607407736624,5.333303703868312,5.333303703868312,5.333303703868312,6.6666296298353895
1777387920000,0,0,undefined,undefined,0,0,0,0,0,0,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,0
1777387980000,0,1.333325925967078,undefined,undefined,6.6666296298353895,259.9985555635802,0,0,0,0,6.6666296298353895,6.6666296298353895,3.999977777901234,3.999977777901234,3.999977777901234,0
